"시군구별","성별","연령별",2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
"용산구","계","0 - 4세",6284,5553,4833,4422,4087,3917,3963,4089,4322,4583,4827,5054,5251,5414,5550,5662,5728,5733,5690,5610,5510
"용산구","계","5 - 9세",7166,6797,6194,5491,4858,4397,3966,3641,3420,3210,3113,3163,3260,3440,3629,3802,3963,4098,4211,4308,4387
"용산구","계","10 - 14세",6519,6360,6062,5929,5795,5545,5228,4926,4475,4063,3750,3429,3183,3003,2829,2764,2804,2872,3019,3167,3304
"용산구","계","15 - 19세",6986,6953,6733,6492,6488,6428,6314,6224,6203,6133,5905,5624,5347,4936,4543,4212,3892,3652,3458,3277,3202
"용산구","계","20-24세",12810,12271,11595,10958,10181,9879,9805,9759,9680,9842,9885,9800,9718,9732,9629,9325,8948,8557,8012,7452,6958
"용산구","계","25-29세",19798,19528,18222,17594,17241,16843,16388,15964,15327,14417,14020,13897,13761,13648,13867,13953,13862,13764,13790,13618,13195
"용산구","계","30-34세",20771,21870,21196,21135,21129,20804,20564,20462,20292,20124,19559,18762,18006,17105,16039,15628,15548,15427,15315,15573,15668
"용산구","계","35-39세",18336,17999,16962,16890,16892,17426,17951,18401,18755,19015,18883,18728,18524,18269,18016,17355,16541,15848,15004,14063,13777
"용산구","계","40-44세",17042,17193,16627,15845,15220,14548,14102,13845,14014,14119,14669,15135,15509,15782,15992,15864,15722,15505,15267,15030,14414
"용산구","계","45-49세",15924,15153,13997,13947,14157,14436,14495,14601,14025,13587,13019,12627,12398,12555,12615,13099,13483,13820,14058,14253,14138
"용산구","계","50-54세",18723,18417,17081,16342,15302,14333,13907,13459,13657,13993,14351,14470,14534,13922,13471,12871,12463,12240,12381,12424,12882
"용산구","계","55-59세",16214,15928,15628,15653,16011,16396,16307,15887,15456,14660,13917,13584,13154,13373,13687,14031,14152,14171,13547,13108,12513
"용산구","계","60-64세",16040,16139,15302,14814,14286,13974,13755,14174,14365,14818,15226,15193,14874,14516,13806,13185,12892,12490,12732,13022,13354
"용산구","계","65-69세",12150,12873,12785,12964,13294,13335,13399,13267,12961,12615,12449,12332,12775,12973,13399,13758,13743,13502,13203,12577,12062
"용산구","계","70-74세",8519,8535,8302,8854,9427,9910,10442,10859,11135,11548,11668,11799,11718,11482,11218,11121,11058,11498,11693,12100,12427
"용산구","계","75-79세",6584,6695,6526,6656,6723,6757,6772,6947,7502,8054,8520,9025,9449,9766,10206,10355,10521,10469,10288,10085,10034
"용산구","계","80-84세",5270,5364,5153,5056,4931,4850,4998,5109,5260,5344,5422,5490,5691,6207,6696,7114,7570,7968,8306,8732,8890
"용산구","계","85-89세",2675,2918,2955,3091,3151,3350,3431,3461,3447,3401,3413,3591,3693,3846,3925,4017,4127,4315,4754,5152,5497
"용산구","계","90-94세",926,942,984,1091,1215,1317,1457,1511,1606,1643,1790,1859,1892,1899,1873,1924,2060,2128,2239,2284,2367
"용산구","계","95세이상",214,234,272,289,307,347,366,413,455,509,558,611,646,695,727,804,846,863,878,870,930
"성동구","계","계",282740,280423,278757,274980,271512,268425,265623,263082,260841,258858,257055,255397,253870,252369,250876,249347,247732,245992,244140,242212,240204
"성동구","계","0 - 4세",8976,8212,7592,6998,6548,6287,6326,6510,6832,7193,7515,7797,8042,8243,8408,8541,8611,8594,8511,8379,8218
"성동구","계","5 - 9세",9380,8932,8434,7713,7137,6523,6029,5573,5156,4851,4696,4762,4911,5163,5429,5659,5866,6045,6193,6315,6416
"성동구","계","10 - 14세",8288,7957,7795,7762,7498,7251,6820,6416,5892,5476,5004,4657,4317,4005,3794,3694,3754,3858,4058,4260,4437
"성동구","계","15 - 19세",10040,9667,9125,8758,8584,8502,8230,8138,8203,8013,7793,7381,7016,6528,6079,5555,5192,4831,4507,4281,4148
"성동구","계","20-24세",20471,20240,19598,18085,16616,15706,15144,14604,14434,14453,14535,14326,14272,14337,14082,13722,13121,12554,11813,11027,10226
"성동구","계","25-29세",25370,25758,25410,25095,24655,23863,22890,21929,20530,19204,18476,18194,17890,17802,17936,18116,17925,17867,17864,17541,17067
"성동구","계","30-34세",23311,23817,24907,25382,25801,25562,25312,24784,24465,24012,23171,22143,21194,19920,18720,18121,18002,17765,17695,17909,18105
"성동구","계","35-39세",22691,21993,21899,21963,22095,22686,23230,23701,23888,24140,23846,23611,23143,22862,22412,21576,20545,19654,18499,17415,16938
"성동구","계","40-44세",21499,21583,21532,20808,20089,19242,18651,18300,18318,18371,18880,19367,19807,19987,20261,20007,19832,19420,19202,18798,18052
"성동구","계","45-49세",20052,18891,18106,18093,18241,18508,18663,18513,17884,17269,16522,16006,15719,15770,15833,16312,16759,17160,17333,17616,17390
"성동구","계","50-54세",23461,23205,22423,21124,19736,18773,17842,17252,17356,17578,17910,18095,17970,17354,16733,15989,15468,15187,15252,15318,15786
"성동구","계","55-59세",21417,20846,21197,21284,21513,21670,21490,20833,19863,18772,17985,17207,16723,16878,17149,17523,17713,17579,16945,16315,15584
"성동구","계","60-64세",21694,21599,21016,20315,19486,18964,18544,19007,19223,19554,19804,19722,19209,18423,17515,16849,16171,15768,15955,16244,16629
"성동구","계","65-69세",16000,16728,17624,18102,18728,18703,18756,18249,17773,17159,16836,16572,17096,17332,17685,17971,17956,17545,16903,16138,15562
"성동구","계","70-74세",11167,11294,11641,12304,13112,13813,14594,15370,15867,16515,16563,16722,16352,16011,15521,15312,15137,15677,15923,16287,16593
"성동구","계","75-79세",8756,8803,9040,9351,9599,9513,9694,10038,10736,11552,12246,12993,13737,14255,14911,15009,15231,14944,14698,14302,14164
"성동구","계","80-84세",6214,6624,6769,6823,6649,6933,7010,7233,7548,7774,7778,8007,8348,9012,9753,10381,11044,11710,12213,12836,12966
"성동구","계","85-89세",2843,3114,3358,3575,3817,4115,4415,4476,4556,4468,4754,4870,5074,5331,5484,5551,5784,6070,6624,7209,7700
"성동구","계","90-94세",893,926,1029,1151,1288,1457,1599,1724,1833,1966,2134,2304,2329,2381,2335,2538,2622,2748,2905,2983,3069
"성동구","계","95세이상",217,234,262,294,320,354,384,432,484,538,607,661,721,775,836,921,999,1016,1047,1039,1154
"광진구","계","계",346409,345623,345068,341787,338541,335436,332383,329437,326650,324055,321650,319423,317393,315496,313719,312007,310260,308429,306484,304393,302152
"광진구","계","0 - 4세",7208,6536,6052,5544,5185,5065,5090,5248,5529,5845,6133,6398,6625,6820,6987,7125,7207,7209,7159,7067,6945
"광진구","계","5 - 9세",9730,8975,8349,7622,6896,6251,5738,5237,4803,4495,4381,4383,4512,4742,4999,5233,5449,5637,5794,5924,6031
"광진구","계","10 - 14세",11214,10809,10536,10300,9867,9346,8676,8138,7470,6786,6189,5716,5251,4852,4570,4458,4448,4569,4791,5041,5269
"광진구","계","15 - 19세",13273,12855,12371,11894,11917,11703,11386,11157,11018,10681,10209,9579,9070,8418,7723,7103,6611,6130,5719,5424,5294
