시점,sido,행정구역(시군구)별,계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
2023,경기도,김포시,483168.5,18549,28966.5,29436.5,22879.5,22722,27013,30645,37570,50953.5,42564.5,38760.5,32439.5,31734.5,25223.5,16692,12170,14849,8646.5,6202.5,4302.5,1502,351.5,46.5
2023,경기도,화성시,925102.5,39580.5,56321.5,59351,48536,47178.5,63008,73877,78679,97487,82770,75305.5,57998,51962.5,35695.5,21988,15243,20121.5,11215.5,8906,6222.5,2164,446.5,73
2023,경기도,광주시,389863.5,12741.5,18015,18080,16824.5,19078.5,23339.5,25165,28000.5,36197.5,32138,35316,31649.5,31821,24221,14925.5,10280,12070.5,7133.5,4937,3468.5,1158,258.5,52
2023,경기도,양주시,254565.5,8425.5,12020,13310,12604,13907.5,14719.5,15338.5,16032,21081.5,20837,23075,19945,19426,15522,9860.5,8069,10392.5,5944.5,4448,3112,1052,237.5,46.5
2023,경기도,포천시,144364,2909.5,4114.5,5154,5720,7794.5,8770.5,7495,6502.5,8169.5,9691,13290.5,14760,16223.5,12372,7054.5,5798,8544.5,4776.5,3768,2649.5,883,200,35.5
2023,경기도,여주시,113439,2604.5,3789,4621,4697,5442.5,5885,5615,5565,7577,7976,9808,10286.5,11563,9702,6380.5,4766,7161,4024,3137,2148,782,178,29
2023,경기도,연천군,41595.5,944.5,1228,1406,1465.5,2129.5,2500.5,2242,1717,2124.5,2293.5,3027,3590,4375,4051,2521.5,2354,3626,2045,1581,1129.5,353.5,86,12
2023,경기도,가평군,61961,1153.5,1678.5,2123.5,2262.5,2705.5,3092.5,2761,2635.5,3494,3962.5,5063,5739,7079,6323.5,4032.5,3205.5,4649.5,2602.5,2047,1443.5,484.5,101.5,17.5
2023,경기도,양평군,123169,2533.5,4017.5,5000,4906,4779,5171,5062.5,5349.5,7710.5,8294.5,10146,10962.5,13860,12292.5,8259.5,6242,8582.5,4751,3831.5,2662,947,195.5,27
2023,강원도,강원도,1526763,39645.5,53774.5,63967,66508,81638,84848,80114.5,78773.5,102563,108629.5,131435,129270,148199,122388.5,75982,63703.5,95323.5,54346,40977.5,28362.5,9848.5,2410.5,356
2023,강원도,춘천시,285445,8236,11234,13184.5,12995,18215,18888,17563.5,16652,20692,20297.5,24094,22415,23929.5,19660,11377.5,10209,15802.5,8835,6967.5,4839,1675,395.5,58
2023,강원도,원주시,359758.5,11196,14818,17515.5,17388,20115.5,22870.5,22983.5,22327,27770.5,28113.5,32199.5,29485.5,30523.5,22728.5,13203.5,10282,16238,9146,7092,4910.5,1729,400,52.5
2023,강원도,강릉시,209691.5,4883,6892,8525.5,9143.5,11558.5,11621,10135.5,10279.5,14188,15914.5,18586.5,17557,19875.5,16801,11195.5,9344,13191,7466,5725,3863,1452,353.5,56.5
2023,강원도,동해시,88678.5,2188.5,3438.5,4167,4184.5,4285,4402.5,3961,4337,6352,7132,8302.5,7384.5,8187.5,6945.5,4622,3745.5,5043,2960,2083,1465,500.5,105,12.5
2023,강원도,태백시,38938,714,1201,1710,1760.5,1719,1408,1296.5,1605.5,2636.5,2987,3454.5,3370,3957.5,3681.5,2701.5,2119.5,2615.5,1630,985.5,753,181.5,44,7
2023,강원도,속초시,82080,2133,3096.5,3498.5,3435,3931.5,4437.5,4555,4447,5819.5,5944,7614.5,7256,7942.5,6561,3862,3232,4314.5,2456,1858.5,1245,471.5,132,10
2023,강원도,삼척시,62897,1509.5,1784,2237.5,2669,4038,2617,2392,2583.5,3655,4378,5313.5,5386.5,6615,5488,3934,3213.5,5083,2789,2294,1575,585,114.5,19.5
2023,강원도,홍천군,67445.5,1403.5,1882.5,2254.5,2390,2819.5,3107.5,2874,2691.5,3506,3982.5,5197.5,6311.5,8325,7343,4309,3424,5624,3094.5,2529.5,1773.5,592.5,140.5,23
2023,강원도,횡성군,46283,808.5,1124,1393.5,1995.5,1664.5,1617,1465.5,1599.5,2207.5,2490.5,3676.5,4478,6171.5,5412.5,3273.5,2673.5,4231.5,2332.5,1899,1332.5,440.5,108.5,17.5
2023,강원도,영월군,37354,582.5,860.5,1113,1510.5,1616,1257.5,1149,1265,1874.5,2232.5,3140,3646,4701.5,4063.5,2749.5,2169,3423.5,2014.5,1409,1007.5,329.5,62,10
2023,강원도,평창군,40692,570.5,922,1243.5,1417,1613.5,1448.5,1314,1379.5,2086.5,2556.5,3564,4020,5379,4520,2908,2347.5,3402,1991,1411,987,333.5,75.5,15
2023,강원도,정선군,34446.5,578.5,798.5,1142.5,1142.5,1335,1050.5,1057.5,1339,1955.5,2335,3038,3321.5,4318.5,3709,2450,1980,2895,1741.5,1153.5,797.5,259,82.5,14.5
2023,강원도,철원군,41757,1335,1469.5,1585,1759,2223.5,2437.5,2359.5,1964.5,2389,2610,3230,3414,4121.5,3455.5,2166.5,2204,3033,1868,1165,789,274,90,12
2023,강원도,화천군,23138,681.5,834.5,804,832.5,1336.5,1693,1478.5,1118,1166.5,1246.5,1682,1931.5,2319.5,1965,1092,1093,1863.5,1083,780.5,552.5,174,42,12
2023,강원도,양구군,21185.5,683,820,823,1038.5,1154,1356,1251,1105.5,1215,1184.5,1511,1725,2152,1736.5,962,943,1525.5,897.5,628,434,155,34,5
2023,강원도,인제군,32048,1133,1204.5,1167.5,1133.5,1732.5,2220.5,2124,1793.5,2027,1903,2306.5,2588,3277.5,2716.5,1456.5,1276.5,1987.5,1138.5,849,574.5,200.5,65.5,8.5
2023,강원도,고성군,27219.5,557.5,727.5,771,821,1210.5,1343,1165,1172.5,1416,1561,2233,2432.5,3183,2712,1764.5,1662,2487.5,1439.5,1048,719.5,240.5,76,12
2023,강원도,양양군,27705.5,452,667,831,892.5,1070,1072.5,989.5,1113.5,1606,1761,2291.5,2547.5,3219,2889.5,1954.5,1785.5,2563,1463.5,1099.5,744.5,255,89.5,10.5
2023,충청북도,충청북도,1589702,42975.5,63368.5,72892,72168.5,85105,99538.5,94101,92859.5,115082.5,117203,136545,132542,141211,112769,72032,53944.5,85364.5,47518,37846.5,26922.5,8875,1789,260
2023,충청북도,청주시,848450,26718.5,38489,43031.5,41622.5,50326,63132.5,59780.5,57201.5,67998,66565,73213,65725.5,64089,48276.5,29469,21438.5,31373.5,17491.5,13882,9867.5,3259.5,668.5,86.5
2023,충청북도,상당구,197999.5,6186,9092,10150.5,9774.5,11006.5,12542.5,12030.5,12348,15286.5,15349.5,17608,16355.5,16029,12352,7692,5665,8531.5,4754.5,3777,2716.5,845,192,23.5
2023,충청북도,서원구,188167,4442,6711,8813,9653,12888.5,13926.5,11330,10188.5,13104.5,14585,17429,15911,15825.5,12266.5,7639,5553,7901,4424.5,3476.5,2482.5,812,163.5,18.5
2023,충청북도,흥덕구,270459.5,9531,12742,13591,12908.5,15838,22700,22190,20177.5,22448.5,21210.5,23152,20313.5,19018.5,13481,7935,5492.5,7730,4273,3457,2408.5,856,168,24.5
2023,충청북도,청원구,191824,6559.5,9944,10477,9286.5,10593,13963.5,14230,14487.5,17158.5,15420,15024,13145.5,13216,10177,6203,4728,7211,4039.5,3171.5,2260,746.5,145,20
2023,충청북도,충주시,207417.5,5056.5,7510.5,8942.5,9071,10525.5,11541.5,11226,11108.5,14199,15116,18130,18132,19922,15987.5,10136,7984,12829,7245,5584,3963,1315,266,40
2023,충청북도,제천시,130243.5,2866.5,4408.5,5316.5,5968,7545.5,6535,5686.5,6007,7962.5,8665,11378.5,11594,13425.5,11468,7502,5575,8339.5,4870,3469.5,2529,753.5,157.5,29.5
2023,충청북도,보은군,31158,429,738.5,933,975.5,1116,918.5,837,1028.5,1381.5,1545.5,2289.5,3010.5,3977.5,3619.5,2483.5,1969.5,3905,2051.5,1853.5,1262.5,484,97,10
2023,충청북도,옥천군,49104,728.5,1311,1770.5,1867.5,2015.5,1816,1517.5,1767,2641.5,3064,4023,4469,5665.5,5132,3813,2657,4845.5,2579,2266.5,1576,561.5,111,18
2023,충청북도,영동군,44459,674,1040.5,1436,1554.5,1869,1553,1258,1410,1993.5,2543.5,3583,4231.5,5364,4792,3514,2758.5,4884,2751.5,2132.5,1528.5,485,101.5,17.5
2023,충청북도,진천군,85974.5,2776.5,4000.5,4366,4073,3909,4940,5349,5657.5,7301,6914,7212,6946,6943.5,5322,3345,2478,4441.5,2334,2107.5,1527.5,471.5,97,11.5
2023,충청북도,괴산군,36735,436.5,728.5,894.5,919.5,1174.5,1078,987.5,1103,1552.5,1843,2825.5,3840.5,5149.5,4590.5,3074.5,2380,4157,2282,1875,1326.5,461.5,75.5,11.5
2023,충청북도,음성군,91229.5,1828.5,2948.5,3610,3582.5,3864.5,4606.5,4411.5,4417,6047,6686.5,8420,8771.5,9779,7664.5,4876,3691,6025,3316.5,2708.5,1905.5,641,139.5,22.5
2023,충청북도,단양군,27672,371.5,579,794.5,941,918.5,917,807.5,890,1246.5,1509,2324,2790,3734,3305.5,2170,1733,2641,1521,1120,810.5,259,40,10.5
2023,충청북도,증평군,37259,1089.5,1614,1797,1593.5,1841,2500.5,2240,2269.5,2759.5,2751.5,3146.5,3031.5,3161.5,2611,1649,1280,1923.5,1076,847.5,626,183.5,35.5,2.5
2023,충청남도,충청남도,2119950.5,59200.5,88889.5,102580,99448,109083,118819,121990.5,129359,163842.5,160125,178378.5,165603.5,177739.5,140510,100723,75262,128397,68028,60369,42039.5,14917.5,2954,458
2023,충청남도,천안시,654280.5,21233.5,30799,34455.5,33230.5,41974,48638.5,48790,49061,57950.5,53371.5,57023.5,48960.5,45721.5,30458,19151.5,13613,19848.5,10932,8916.5,6235.5,2144,462.5,74.5
2023,충청남도,동남구,255159.5,6619,10182.5,12616,12853.5,16351,17174.5,15529,15322.5,20337,20655.5,22949.5,20954,21346,15119.5,9829.5,6958.5,10362,5632.5,4729.5,3291.5,1153,245.5,39.5
2023,충청남도,서북구,399121,14614.5,20616.5,21839.5,20377,25623,31464,33261,33738.5,37613.5,32716,34074,28006.5,24375.5,15338.5,9322,6654.5,9486.5,5299.5,4187,2944,991,217,35
2023,충청남도,공주시,102020.5,1845.5,2792.5,3650.5,4270,5962.5,4915,4139.5,4264,5707.5,6427,8224.5,8920.5,10970.5,9351,6720,4866.5,8993.5,4700.5,4293,2936.5,1129.5,190.5,36.5
2023,충청남도,보령시,96232,1984.5,3019,3788,3928,4068.5,4199.5,3890.5,4335,5963.5,6679,8048.5,8264.5,9962,8589.5,6531.5,4940,8040.5,4315,3725.5,2608.5,902.5,187,27.5
2023,충청남도,아산시,339077.5,12334,18511.5,20284.5,17530,17391,20349.5,23283,26280.5,33085,28574.5,28163.5,23128.5,21943.5,16268,11053,8246.5,12651,6927.5,5723.5,4015,1407,261.5,40
2023,충청남도,서산시,175773.5,5403,7859,8834,8246,8269.5,9597.5,10253.5,10394,13562,13628.5,15266,13999.5,14455,10964.5,8290.5,6036,10715,5497,5218,3580,1343.5,250.5,44
2023,충청남도,논산시,111226,2248.5,3626,4343,4667,4929.5,5000,4732.5,4808.5,6335,7373,9116.5,9541,11504.5,10047.5,7246.5,5591.5,10115.5,5290.5,4825,3336.5,1205.5,248,35
2023,충청남도,계룡시,45452,1333,2381.5,2956.5,3319.5,2626,2194.5,2340.5,2790.5,3965,4427,4448,3319.5,3111,2389.5,1465.5,950.5,1434,751,683,474,168.5,34.5,6
2023,충청남도,당진시,168800,5294.5,8019.5,8807.5,7506.5,6954.5,8048.5,9512,11131.5,14440,13319.5,14243.5,13210.5,13778.5,10660,7831.5,5784,10258,5415,4843,3451.5,1129.5,224,38
2023,충청남도,금산군,49945,754.5,1225,1943,2112,1834.5,1605.5,1468,1676,2546,3009,4169.5,4568.5,5728,5164.5,3783,3005,5353,2971,2382,1680.5,569.5,112,20
2023,충청남도,부여군,61562.5,779.5,1502.5,1941.5,2228.5,2364,2117.5,1751,1971,2813,3429,4600.5,5182.5,7062,6743.5,5164.5,4024,7888,4034,3854,2640,968,218.5,27.5
2023,충청남도,서천군,49397.5,752,1139.5,1492,1630.5,1723,1560,1439,1516,2292.5,2733,3764,4094.5,5525,5267,4323.5,3525.5,6620.5,3385,3235.5,2191,868.5,155.5,20.5
2023,충청남도,청양군,30139.5,414,607,858.5,1083.5,1358,1093.5,873,975.5,1237.5,1528.5,2214.5,2660,3597.5,3209.5,2475,1913,4041,2010.5,2030.5,1429,506.5,87.5,7.5
2023,충청남도,홍성군,97560,2541,3949,4696.5,4676,4445,4288.5,4531.5,4882.5,6600.5,6984.5,7945.5,7602.5,8830,7469,5761.5,4317.5,8039,4143.5,3895.5,2757.5,916,189.5,32.5
2023,충청남도,예산군,77627.5,1348.5,1942,2600,2860.5,3025.5,3016.5,2985.5,3073.5,4043.5,4854.5,6294.5,6633.5,8571.5,7639.5,5880.5,4490.5,8367.5,4403,3964.5,2824.5,930.5,179,30.5
2023,충청남도,태안군,60856.5,934.5,1516.5,1929,2159.5,2157.5,2194.5,2001,2199.5,3301,3786.5,4856,5517.5,6979,6289,5045,3958.5,6032,3252.5,2779.5,1879.5,728.5,153.5,18
2023,전라북도,전라북도,1757041,40571.5,65841.5,81530.5,84276,97457,96652.5,86046,88095,118032,130132.5,152757.5,145257.5,154314.5,125765,95279.5,74632,120400.5,66007.5,54393,37743.5,13449.5,2746.5,453.5
2023,전라북도,전주시,645398,17207.5,28629,34101.5,34511.5,42685.5,44254.5,39301,38380.5,49107.5,51760.5,57720,50214,48229.5,36453.5,26641.5,19519,26681.5,15195.5,11486,8057.5,2772,566.5,90
2023,전라북도,완산구,328899,7595.5,13001.5,15925.5,17282,22271.5,23153,19621,18165,23126,25664,30304,26950.5,26156.5,20129,14627,10539,14388,8090,6298,4369.5,1540.5,332.5,55.5
2023,전라북도,덕진구,316499,9612,15627.5,18176,17229.5,20414,21101.5,19680,20215.5,25981.5,26096.5,27416,23263.5,22073,16324.5,12014.5,8980,12293.5,7105.5,5188,3688,1231.5,234,34.5
2023,전라북도,군산시,260348.5,6340,10837,13052,12654,13593,13485.5,12552.5,14177.5,20174,20958.5,23746,20794,22123,18456,13471.5,10285.5,13648.5,7700.5,5948,4026.5,1568.5,308,45
2023,전라북도,익산시,270812,5689.5,9618.5,12404.5,13572,16808.5,15786,13124,12943,17599,20185,24139.5,23565,24523,19590.5,14346,10572,16346,9046.5,7299.5,4981,1893,377.5,48
2023,전라북도,정읍시,103989.5,1973.5,3167,4191.5,4573,4946,4571.5,3876.5,4049,5888.5,7252,8885,9099.5,9959,8485,6742.5,5805,10525,5615,4910,3407.5,1230.5,230.5,41.5
2023,전라북도,남원시,77200,1592,2413.5,3134,3568,3465.5,3077.5,2738.5,2938.5,4166.5,5165.5,6748.5,6692.5,7613.5,6387.5,5200,4300,7998.5,4245.5,3753,2643,858,212.5,39.5
2023,전라북도,김제시,81247,1532,2114.5,2814.5,3075.5,3407,3555.5,3032,3172.5,4245.5,5012.5,6252,7000,8345,7435.5,5998.5,4895,9359.5,4824,4535.5,3058,1213.5,222.5,41.5
2023,전라북도,완주군,94929.5,2381.5,3733.5,4398.5,4087.5,4232,4687,4798,4969,6549.5,6883,7897.5,7951,8818.5,7306.5,5260.5,4059,6917,3683.5,3233.5,2255,776.5,176,26
2023,전라북도,진안군,24455.5,477,478.5,725.5,836.5,883,766,676.5,721,978.5,1298,1896,2371.5,3010,2492,1997,1674.5,3174,1677.5,1496.5,1048.5,355.5,79,13.5
2023,전라북도,무주군,23334,328.5,574,824.5,901.5,844.5,712.5,720.5,757,1108,1449.5,1885,2114,2649,2292.5,1749.5,1426,2997.5,1622.5,1375,972,318.5,67,17.5
2023,전라북도,장수군,21135.5,364,509.5,762,808.5,725.5,685,530.5,719,983.5,1232,1641.5,1903,2335.5,2116,1765.5,1336.5,2718,1480,1238,880.5,287,58.5,12
2023,전라북도,임실군,26171.5,579,586.5,728.5,760,846.5,898,850.5,854,1102,1298,1918.5,2405,3040.5,2492,2169,1832.5,3811,2018,1793,1256,429.5,92.5,15
2023,전라북도,순창군,26695,477.5,645,939,1152,1076.5,868,752.5,871.5,1304.5,1647,2111,2280.5,2870,2431.5,1911,1835,3522.5,1957,1565.5,1116,357.5,78.5,13.5
2023,전라북도,고창군,51893.5,845,1301.5,1809,2050.5,1934,1670.5,1548,1775.5,2406,2960,4070,4477.5,5464,4966,4067.5,3676.5,6872,3748,3124,2152,765,170.5,36.5
2023,전라북도,부안군,49431.5,784.5,1233.5,1645.5,1725.5,2009.5,1635,1545,1767,2419,3031,3847,4390,5334,4860.5,3959.5,3415.5,5829.5,3194,2635.5,1890,624.5,107,14
2023,전라남도,전라남도,1806802,45142.5,66124,80188,79963.5,89983,91751.5,82775,87626,118104.5,125107.5,153015.5,156583.5,166812,132138.5,104199.5,84907,142380.5,79794.5,62586,43387,15525,3115.5,558.5
2023,전라남도,목포시,214931.5,4885.5,9291,12057,11480.5,12686,12175,10248,11736,17213,17677,19378,17160.5,17363,13592.5,10323.5,8016.5,9648.5,5867,3781.5,2663.5,904.5,182.5,31
2023,전라남도,여수시,272589,7058,10680,12318,12582,14855,15852.5,14047,14386,19159.5,19893.5,23914.5,23512.5,24441.5,19540,14997,10901.5,14450.5,8510.5,5940,4031.5,1526,325,57.5
2023,전라남도,순천시,277841,8410.5,12303.5,14326,14504,16853,17364.5,15864,16056,20023,20858.5,24912,24029,23128,16140.5,11389,8327,13352.5,7326,6026.5,4174,1504.5,298,50
2023,전라남도,나주시,116683,3852.5,5253,5430,4560,5125.5,6352,6959,7101,8864,8075,8613,8844,9826,8035.5,6082.5,5055,8655,4824,3831,2638,987,171,35
2023,전라남도,광양시,152155,5005,6716,7972.5,7715.5,8544,9910,9220.5,8938,11549.5,11349.5,14930,15010,12326.5,8096,5263.5,3594.5,6014,3165,2849,1935.5,721.5,164,28
2023,전라남도,담양군,45489,862.5,1143,1369.5,1557,1929,2079,1668,1704.5,2195,2620.5,3734.5,4283.5,5138.5,4108,3256.5,2759.5,5080.5,2856.5,2224,1538,538,118,30
2023,전라남도,곡성군,26916,270,544.5,774,904.5,1042,1020,751,787.5,1128,1503,2101,2508.5,3119.5,2472.5,2115,1829.5,4045.5,2072.5,1973,1345,482.5,130,15.5
2023,전라남도,구례군,24431.5,333,550.5,801.5,849,927.5,727,623,718.5,1091,1378,2082.5,2312,2892,2234,1890.5,1719,3302.5,1828,1474.5,1027,372,66.5,9
2023,전라남도,고흥군,61327.5,937.5,1186,1607,1849,1933,1631,1466,1709,2443,3111.5,4389.5,5162.5,7043,6283,5890,4973,9713.5,5183.5,4530,3022,1232.5,226.5,49
2023,전라남도,보성군,38007,514,780.5,1094.5,1250.5,1303,1120,966,1105.5,1597,1962,2837,3369,4231,3720,3327,2832.5,5997.5,3186.5,2811,1891.5,748.5,141,30
2023,전라남도,화순군,61458,1108.5,1729,2400.5,2817,3272.5,3040,2330.5,2184,3193.5,4057.5,5514,5757.5,6151,4716,3737,3295.5,6154,3429,2725,1949,627,131.5,17.5
2023,전라남도,장흥군,35250,656,895,1172.5,1298.5,1370.5,1191,1116,1184.5,1678,1914,2732.5,3190,3701,3229.5,2697,2386,4838,2563,2275,1556,589.5,113.5,16
2023,전라남도,강진군,32859.5,598.5,805.5,1080,1212,1264,1177,1034,1104.5,1506.5,1771,2477,2825.5,3625,3029,2588,2312,4450,2420,2030,1383.5,534,101.5,11
2023,전라남도,해남군,65061.5,1339,1728,2323.5,2483.5,2610.5,2283.5,1917.5,2235,3252,3875,5117,5839.5,6983,5967.5,5079.5,4412,7615.5,4297,3318.5,2329.5,791,168,30
2023,전라남도,영암군,52256,1126.5,1601.5,2037.5,2093.5,2497,2213.5,1857,2176,3332.5,3672,4605,4866,5081.5,4085,3205.5,2816.5,4989.5,2764,2225.5,1567.5,546,95.5,16.5
2023,전라남도,무안군,90294.5,2792.5,4539,5457,4560.5,4650,4552.5,4746.5,5594,7539,6912,7020.5,6507.5,6729,5405.5,4322,3496.5,5470.5,3168.5,2302,1605,562,112,23
2023,전라남도,함평군,30614.5,446.5,578,908,993,1113.5,1019,888,881,1321,1702.5,2342.5,2872.5,3369,3052,2442.5,2245,4440.5,2440,2000.5,1392.5,472.5,118,17.5
2023,전라남도,영광군,51861.5,1940,1526,1912.5,2020,2242.5,2288.5,2215.5,2304,2862,3250,3960,4406,4817,4197,3592,3092,5236.5,3063.5,2173,1579.5,461.5,105.5,26.5
2023,전라남도,장성군,42759,808,1266,1512.5,1532.5,1753.5,1953.5,1564,1609,2233.5,2693,3524,3885,4423,3658.5,3025.5,2578.5,4739,2629,2110,1528.5,458.5,105,18
2023,전라남도,완도군,46993.5,1023,1512,1705,1688,1630,1579.5,1343.5,1837.5,2722.5,2880,3621,3921.5,4889,4143.5,3625,3301.5,5571,3242.5,2328.5,1615.5,597,98.5,17.5
2023,전라남도,진도군,29182,573.5,785,998.5,1018.5,1175.5,1045.5,921.5,1013,1437.5,1769.5,2213,2595.5,3039,2607,2223.5,2077,3689,2151.5,1537.5,1087,379.5,58.5,12.5
2023,전라남도,신안군,37841.5,602,711,930.5,994.5,1205.5,1177,1028.5,1261.5,1763.5,2182.5,2997,3725.5,4495.5,3826,3127.5,2886.5,4927,2807,2120,1527.5,489.5,85.5,17.5
2023,경상북도,경상북도,2558213.5,62519.5,95650,109478,108890.5,123978.5,129618,127606,134470.5,177516.5,183331.5,220765.5,222133,243956,199518,146629,101904.5,170248.5,94895,75353.5,53009.5,18147,3672,525
2023,경상북도,포항시,493279,12541.5,20797.5,23690.5,22181,23881.5,27310.5,26505.5,27674.5,37617.5,36691.5,43744,42869,46629,38672,25771,16066,20636.5,12206,8430.5,5916,2038,416.5,60
2023,경상북도,남구,226152,5308.5,9195,10873,10000.5,10937,13258,12042,12375,17401,17041.5,20117,19713,21177.5,17950.5,12196.5,7461,9105,5475.5,3629.5,2607,824,174.5,24
2023,경상북도,북구,267127,7233,11602.5,12817.5,12180.5,12944.5,14052.5,14463.5,15299.5,20216.5,19650,23627,23156,25451.5,20721.5,13574.5,8605,11531.5,6730.5,4801,3309,1214,242,36
2023,경상북도,경주시,247712,5562.5,8325,9725.5,10001.5,11665.5,11678,11680.5,11622,16155,17592,22751,23164,24820.5,20488,15181,10532.5,16767.5,9451,7316.5,5181.5,1780.5,309,45.5
2023,경상북도,김천시,138069.5,3788,5205,5917.5,6307.5,6322.5,6544,6851,6959.5,9276,9370.5,11305,11717,13251,10921.5,8262.5,5827,10244,5529,4715,3304.5,1158,216,36.5
2023,경상북도,안동시,153467.5,3531,5289.5,6413,6642,7591,7601.5,6970.5,7113.5,9615,10968.5,12823.5,12546,14575,12505,9668.5,7225,12389,6948,5441,3777,1346,284,34
2023,경상북도,구미시,405517,12841,21132,22769,21185.5,23671,26762,28286,31012.5,37113,34350,37378.5,33048.5,29282.5,18274.5,11045.5,6846.5,10519,5912.5,4606.5,3229.5,1098.5,240,38.5
2023,경상북도,영주시,100270.5,1916,3183.5,4148.5,4506.5,4763.5,4211,3761.5,3921.5,5816.5,6814.5,8481,8580.5,10093,9140,7108.5,5049,8775.5,4918,3857.5,2673,964,186.5,34
2023,경상북도,영천시,100430.5,2476,2662,3040,3337.5,4090.5,4410,4355.5,4429.5,5511.5,6183,8263,9458.5,10929.5,9394,7636,5360.5,8893.5,5073,3820.5,2753,917,134.5,16
2023,경상북도,상주시,94172.5,1783,2666.5,3352,3873.5,3921.5,3176,3054,3575.5,4797.5,5658.5,7274,8310.5,10416,9203.5,7202.5,5298,10610,5667,4943,3410,1206.5,282.5,44
2023,경상북도,문경시,69335,1449,1952.5,2450.5,2786,3072.5,2599,2321.5,2735,3682.5,4369,5314,6062.5,7462.5,6791,5280,3970.5,7037,3910.5,3126.5,2206.5,716.5,171,32.5
2023,경상북도,경산시,266058,6978,10543.5,11528,11281.5,17871.5,17564,15977.5,15310,19797.5,20134,23877,22214,22250,17155.5,12638.5,8621.5,12316,7157.5,5158.5,3748,1165,220,25.5
2023,경상북도,의성군,49981,831.5,852.5,977,1132,1220.5,1342,1413,1466.5,1924.5,2273,3354,4450.5,6315,6128,4971.5,3696,7633.5,4183.5,3450,2452,823,153,22
2023,경상북도,청송군,24122,390.5,445.5,523.5,553,669,736.5,722,789,948.5,1164.5,1754,2401.5,3095,2791,2242.5,1730,3166,1784,1382,984,322.5,69.5,6
2023,경상북도,영양군,15812,226,342.5,404,467.5,477,435.5,440.5,473.5,655,803.5,1231,1460.5,1958,1734.5,1382.5,1098,2222.5,1255.5,967,671.5,225,57.5,13
2023,경상북도,영덕군,34246,531,766,914.5,983.5,976,1033,957.5,1047,1512,1815.5,2639,3108.5,3872,3657,3102.5,2471.5,4859.5,2769.5,2090,1476,505.5,95,13.5
2023,경상북도,청도군,41350.5,546,720.5,974,1173,1174,1152.5,1126.5,1205,1885,2116,3065.5,3807,5306.5,4824,4214.5,2710,5350.5,2762,2588.5,1805.5,648.5,121.5,13
2023,경상북도,고령군,30179.5,465,652,834.5,973,1064.5,1062,911,970,1517,1814.5,2572,2964,3712.5,3121.5,2530.5,1773.5,3242,1760.5,1481.5,1069,335.5,68.5,8.5
2023,경상북도,성주군,42194.5,808,783.5,1030,1099,1272,1450,1477.5,1500.5,1918.5,2329.5,3284,4341,5743,4591,3815,2442.5,4309.5,2282,2027.5,1407.5,500.5,105.5,14
2023,경상북도,칠곡군,111166,2505,4806.5,5616.5,5439.5,5314.5,5228.5,5437,6803,9745.5,10113,10910,9651,9208.5,6783,4608.5,3314.5,5681.5,3143,2538.5,1773,607,136.5,22
2023,경상북도,예천군,55432,1730.5,2347.5,2576,2064,1865.5,2019,2327.5,2744.5,3636.5,3531,3697,4038.5,5106.5,4915.5,3792.5,2881,6159,3205.5,2953.5,2119,670,145.5,19
2023,경상북도,봉화군,29719,421,602,788.5,927,873.5,772,695,840,1193,1568,2180.5,2861,3923.5,3463,2566,2028,4017,2137.5,1879.5,1315.5,446,103.5,14.5
2023,경상북도,울진군,46750,1058,1394,1588,1754,1881,2067.5,1935,1877.5,2648,3025.5,3996,4166,4941.5,4118,3001,2483,4816,2506,2310,1552.5,603.5,141,13
2023,경상북도,울릉군,8949.5,141,180.5,217,222.5,340,463.5,400,400.5,551,646,871.5,913,1065,846.5,608,480,603.5,333.5,270,185,70,15,0
2023,경상남도,경상남도,3255461,82778.5,138123.5,161760.5,155474,161774.5,169561,170191,184700.5,254940,254949,298755,277796.5,291892,228008,155149.5,108676,160931.5,90282.5,70649,49625.5,17298,3320.5,405
2023,경상남도,진주시,341728.5,9440,14805.5,17138.5,16976,20585.5,21062.5,19586.5,19646.5,25256,25949,30415,26784.5,28387,22485.5,15578,11489,16143.5,9112.5,7031,4962.5,1665.5,353,50
2023,경상남도,통영시,121285.5,2277.5,4773.5,6607,5906,5105,4414.5,4568,6014.5,9710,10006.5,11301.5,10283,12204,9896.5,7111.5,4859.5,6247,3727.5,2519.5,1808.5,580.5,117,13.5
2023,경상남도,사천시,108870.5,2456,4266,5260.5,4864.5,4719,5012.5,5127,5374.5,8148,8600.5,9852,8730.5,9775,8293,6165.5,4844,7382,4071,3311,2289.5,852.5,153.5,15.5
2023,경상남도,김해시,532950.5,15440,25576,30067,29653.5,30620.5,30966,30912,32581.5,45728,47011,54348,46655.5,41023,27950.5,17483.5,11708,15226.5,8981.5,6245,4503.5,1445,264.5,32
2023,경상남도,밀양시,102054,1771,2885.5,3486,3832,3930.5,3909,3741,4160,5836,6253.5,8128,9431,11649,10881,7872,5527,8761.5,4898,3863.5,2778,903,167,15.5
