시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
의정부시,계,5 - 9세,18486,17674,16781,15644,14579,13559,12834,12088,11453,10910,10686,10658,10916,11381,11916,12399,12823,13177,13465,13693,13870
의정부시,계,10 - 14세,19940,19552,19243,19344,19001,18363,17569,16783,15638,14556,13532,12806,12054,11422,10884,10661,10621,10864,11312,11825,12293
의정부시,계,15 - 19세,19548,19864,19663,19780,20195,20429,20149,19978,20044,19669,19011,18175,17351,16180,15046,13969,13216,12429,11765,11208,10964
의정부시,계,20-24세,27380,25366,24159,22804,21675,21344,21835,21806,21942,22383,22640,22365,22213,22276,21873,21177,20262,19336,18076,16813,15631
의정부시,계,25-29세,33112,32457,31207,30646,29882,28759,27348,26500,25071,23831,23377,23668,23444,23494,23891,24129,23856,23726,23753,23320,22596
의정부시,계,30-34세,29439,31060,31811,32537,33199,33031,32948,32474,32175,31516,30395,28877,27859,26256,24865,24265,24420,24097,24111,24496,24715
의정부시,계,35-39세,30031,29156,28462,28894,29478,30871,32237,33657,34584,35396,35305,35099,34482,34066,33305,32080,30463,29328,27607,26099,25413
의정부시,계,40-44세,35177,35688,35432,34317,32968,31407,30555,30108,30606,31185,32547,33843,35128,35909,36615,36427,36138,35456,34986,34183,32900
의정부시,계,45-49세,36425,34710,33449,33722,34932,36237,36768,36733,35556,34154,32576,31625,31116,31556,32041,33308,34534,35740,36445,37102,36877
의정부시,계,50-54세,42088,42473,41880,40993,39030,37324,35973,35039,35414,36664,37971,38500,38439,37183,35710,34072,33027,32460,32860,33297,34523
의정부시,계,55-59세,37987,37918,39539,40175,41348,42302,42914,42528,41734,39900,38325,37013,36084,36469,37701,38964,39488,39398,38084,36560,34894
의정부시,계,60-64세,36446,37670,37726,37741,37290,37713,37699,39440,40125,41322,42304,42934,42565,41793,40026,38523,37254,36348,36753,37960,39180
의정부시,계,65-69세,25555,27930,30099,32018,34607,35677,36961,37098,37130,36717,37137,37114,38812,39505,40692,41669,42309,41961,41218,39532,38112
의정부시,계,70-74세,17683,18134,18955,20922,22972,24839,27154,29369,31291,33805,34851,36094,36198,36206,35783,36165,36140,37794,38497,39674,40643
의정부시,계,75-79세,14181,14629,15256,15831,16306,16667,17219,18117,20063,22069,23908,26098,28191,30038,32421,33412,34596,34676,34686,34301,34661
의정부시,계,80-84세,10634,11230,11444,11735,11633,12144,12609,13240,13832,14298,14737,15302,16151,17938,19721,21381,23325,25184,26898,29041,29924
