시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
괴산군,계,65 - 69세,3994,4541,4748,5017,5346,5491,5479,5404,5350,5194,5223,5101,5374,5378,5429,5486,5569,5464,5424
괴산군,계,70 - 74세,2808,2875,3155,3393,3774,4011,4488,4669,4935,5259,5401,5398,5335,5288,5139,5164,5057,5335,5344
괴산군,계,75 - 79세,2295,2276,2329,2388,2517,2600,2673,2919,3138,3488,3704,4129,4293,4550,4851,4981,4996,4945,4905
괴산군,계,80 - 84세,2233,2255,2184,2159,1991,1948,1943,1995,2057,2166,2245,2317,2530,2726,3031,3219,3579,3725,3968
괴산군,계,85 - 89세,1182,1304,1361,1449,1521,1593,1618,1573,1562,1442,1435,1449,1494,1553,1631,1697,1771,1941,2099
괴산군,계,90 - 94세,385,425,494,529,582,647,712,744,795,829,879,901,877,879,812,827,849,879,925
괴산군,계,95세 이상,83,94,113,127,141,158,177,209,224,249,276,301,321,342,360,390,406,403,407
음성군,계,계,102135,100997,100160,99611,99293,99158,99079,99041,99065,99094,99147,99208,99260,99318,99344,99355,99343,99310,99226
음성군,계,0 - 4세,2191,2109,1999,1990,1958,1947,1959,2012,2073,2126,2173,2207,2234,2250,2253,2236,2208,2170,2125
음성군,계,5 - 9세,3045,2779,2598,2321,2085,1988,1905,1801,1787,1753,1750,1774,1833,1897,1956,2007,2046,2076,2096
음성군,계,10 - 14세,3608,3471,3325,3181,3057,2795,2616,2468,2230,2028,1924,1829,1725,1706,1665,1665,1693,1754,1818
음성군,계,15 - 19세,3690,3609,3524,3497,3508,3503,3442,3365,3283,3187,2963,2819,2672,2438,2236,2112,1992,1877,1842
음성군,계,20 - 24세,4826,4367,4042,3800,3597,3475,3480,3431,3429,3476,3491,3448,3377,3330,3264,3077,2959,2806,2581
음성군,계,25 - 29세,6835,6200,5727,5381,5117,4872,4586,4358,4124,3864,3735,3744,3698,3708,3769,3796,3747,3711,3703
음성군,계,30 - 34세,6872,6738,6633,6471,6328,6179,5931,5736,5557,5387,5141,4830,4600,4334,4047,3934,3959,3920,3923
음성군,계,35 - 39세,6532,6285,6057,5874,5777,5780,5827,5878,5865,5862,5796,5620,5484,5337,5195,4948,4652,4436,4170
음성군,계,40 - 44세,7440,7370,7095,6797,6418,6067,5831,5642,5545,5518,5571,5675,5772,5803,5848,5804,5654,5538,5399
음성군,계,45 - 49세,7681,7298,7133,7168,7266,7331,7340,7143,6883,6525,6203,5962,5784,5727,5730,5808,5943,6072,6131
음성군,계,50 - 54세,9235,9112,8829,8516,8258,8056,7723,7590,7634,7760,7871,7932,7774,7519,7145,6805,6532,6347,6308
음성군,계,55 - 59세,9120,9282,9660,9643,9703,9754,9723,9516,9254,9004,8766,8430,8288,8322,8469,8621,8720,8584,8313
음성군,계,60 - 64세,9882,10020,9918,9999,9701,9614,9759,10125,10166,10279,10385,10404,10237,9997,9744,9478,9133,8976,9010
음성군,계,65 - 69세,7129,7776,8380,8813,9577,9920,10077,10009,10072,9768,9703,9833,10193,10273,10421,10564,10621,10477,10248
음성군,계,70 - 74세,4700,4952,5318,5951,6551,6913,7529,8101,8527,9266,9582,9742,9695,9734,9446,9402,9524,9878,9981
음성군,계,75 - 79세,3633,3617,3720,3898,4000,4395,4606,4933,5511,6055,6408,6982,7507,7924,8609,8894,9052,9016,9055
음성군,계,80 - 84세,3195,3312,3304,3238,3143,3094,3104,3207,3369,3470,3817,3993,4277,4781,5244,5574,6080,6538,6921
음성군,계,85 - 89세,1771,1896,2013,2047,2123,2290,2368,2362,2316,2253,2247,2286,2382,2509,2585,2855,2980,3207,3599
음성군,계,90 - 94세,605,644,701,824,914,949,1014,1075,1102,1146,1234,1283,1284,1261,1227,1245,1291,1364,1441
음성군,계,95세 이상,145,160,184,202,212,236,259,289,338,367,387,415,444,468,491,530,557,563,562
단양군,계,계,27377,27245,27146,27100,27077,27081,27105,27127,27134,27159,27198,27231,27267,27292,27311,27334,27353,27354,27347
단양군,계,0 - 4세,473,409,375,305,294,284,284,290,300,310,321,333,343,351,356,358,357,353,346
단양군,계,5 - 9세,801,715,640,597,551,444,406,379,321,318,308,311,317,329,340,353,367,377,386
단양군,계,10 - 14세,827,780,769,802,737,803,709,655,615,565,469,435,410,358,363,351,356,363,376
단양군,계,15 - 19세,962,967,888,805,822,807,778,778,804,742,799,699,653,613,557,474,455,425,382
단양군,계,20 - 24세,810,832,895,925,854,746,806,743,704,733,711,696,712,720,665,714,606,590,551
단양군,계,25 - 29세,870,837,761,781,766,826,777,790,756,680,623,687,626,625,648,622,629,636,632
단양군,계,30 - 34세,879,886,867,837,857,824,828,789,813,784,801,724,729,676,616,589,636,574,598
단양군,계,35 - 39세,1154,987,956,927,926,852,891,878,871,899,874,885,846,867,829,828,749,753,690
단양군,계,40 - 44세,1334,1304,1313,1241,1153,1136,986,977,953,956,905,960,953,965,992,968,978,936,950
단양군,계,45 - 49세,1590,1571,1428,1349,1325,1418,1398,1419,1348,1271,1243,1096,1097,1073,1078,1038,1105,1100,1123
단양군,계,50 - 54세,2270,2285,2196,2112,1991,1802,1797,1665,1611,1609,1705,1687,1708,1631,1550,1506,1357,1359,1334
단양군,계,55 - 59세,2831,2544,2688,2654,2686,2650,2697,2629,2561,2448,2271,2258,2110,2068,2079,2181,2171,2196,2115
단양군,계,60 - 64세,3568,3751,3624,3464,3190,3258,3009,3185,3168,3222,3210,3273,3211,3143,3025,2843,2816,2659,2634
단양군,계,65 - 69세,2891,3069,3185,3497,3785,3744,3925,3793,3653,3404,3479,3255,3450,3447,3513,3518,3590,3532,3459
단양군,계,70 - 74세,2017,2032,2218,2322,2600,2836,3006,3136,3438,3708,3675,3852,3721,3599,3382,3462,3262,3462,3470
단양군,계,75 - 79세,1693,1680,1687,1736,1838,1864,1888,2055,2151,2412,2624,2781,2917,3200,3449,3423,3591,3471,3374
단양군,계,80 - 84세,1389,1492,1483,1482,1363,1389,1395,1407,1461,1544,1571,1609,1755,1844,2076,2255,2391,2517,2769
단양군,계,85 - 89세,717,780,833,884,910,940,1022,1025,1025,942,964,982,996,1051,1098,1124,1167,1274,1342
단양군,계,90 - 94세,247,270,281,306,348,360,399,424,455,471,495,541,539,540,496,515,535,544,577
단양군,계,95세 이상,54,54,59,74,81,98,104,110,126,141,150,167,174,192,199,212,235,233,239
